"","BASKETID","BASKETTYPE","DIRECTION","LOCATION_DESCRIPTION","OWNERTYPE","SECTION","STATEPLANE_LABELX","STATEPLANE_LABELY","STATEPLANE_SNAPPEDX","STATEPLANE_SNAPPEDY","STREETNAME1","STREETNAME2","OBJECTID","point"
"6052",10520234,"H","NW","NW corner of VANDERBILT AV and E 46 ST","B","MN052",990724.52870573,214388.63984205,990745.13135481,214362.62873922,"VANDERBILT AV","E 46 ST",2239,"POINT (-73.9766306006 40.7551213942)"
"6063",21210084,"H","NE","NE corner of WHITE PLAINS RD and E 215 ST","D","BX121",1021788.65358523,260140.65430896,1021770.20709981,260118.34136146,"WHITE PLAINS RD","E 215 ST",9998,"POINT (-73.864250808 40.8806203292)"
"6064",41240032,"H","NE","NE corner of MERRICK BLVD and 171 ST","D","QE124",1044150.38543648,193395.25039847,1044125.58003989,193335.84992671,"MERRICK BLVD","171 ST",16485,"POINT (-73.7839806663 40.6972992941)"
"6072",40320147,"H","NE","NE corner of ROOSEVELT AV and 84 ST","D","QW032",1016986.50833389,211821.74832229,1016944.67508423,211778.36914396,"ROOSEVELT AV","84 ST",12489,"POINT (-73.8818522211 40.7480177013)"
"6083",30220226,"H","SE","SE corner of CLINTON ST and JORALEMON ST","D","BKN022",986192.72608957,191648.83558421,986173.64771564,191680.29254229,"CLINTON ST","JORALEMON ST",21611,"POINT (-73.9929944178 40.6927083024)"
"6099",10820004,"H","NE","NE corner of 3 AV and E 74 ST","B","MN082",995507.70745955,220208.3850923,995470.12485756,220194.91399063,"3 AV","E 74 ST",5533,"POINT (-73.9593562767 40.771090298)"
"6100",31540030,"H","E","E corner of GERRITSEN AV and SEBA AV","D","BKS154",1006261.48319606,153957.3168073,1006227.02506047,153927.9073733,"GERRITSEN AV","SEBA AV",16172,"POINT (-73.9207483137 40.5892260589)"
"6102",31620161,"H","NW","NW corner of E 98 ST and UNION ST","D","BKN162",1006162.92729081,181005.44118863,1006179.77863505,180951.08827896,"E 98 ST","UNION ST",7231,"POINT (-73.9210153501 40.6634676892)"
"6110",30210129,"H","NE","NE corner of MYRTLE AV and PRINCE ST","B","BKN021",989143.57123773,192035.00082238,989118.23500231,192001.8470173,"MYRTLE AV","PRINCE ST",10960,"POINT (-73.9823532199 40.693767097)"
"6115",10510352,"H","NW","NW corner of AVE OF THE AMERICAS and W 32 ST","B","MN051",987349.10140148,212073.23764871,987355.43340981,212016.12096505,"AVE OF THE AMERICAS","W 32 ST",1657,"POINT (-73.9888150576 40.7487680286)"
"6121",30910111,"H","SW","SW corner of BEDFORD AV and EASTERN PKWY","D","BKN091",996585.24106565,183299.57767646,996602.80008565,183336.0474198,"BEDFORD AV","EASTERN PKWY",89265,"POINT (-73.9555336973 40.6697831065)"
"6123",10520451,"H","SW","SW corner of PARK AV and E 58 ST","B","MN052",992381.46797715,216985.02933429,992427.40489315,217008.20415671,"PARK AV","E 58 ST",2295,"POINT (-73.9706468438 40.7622464503)"
"6125",10520364,"H","Direction TBD","Location Description T/K","B","MN052",989803.93540256,213584.3904663,989817.46863433,213608.85758731,"Street Name TBD","",2379,"POINT (-73.9799540877 40.7529145601)"
"6126",40220053,"H","S","S corner of CRESCENT ST and QUEENS PLZ S","B","QW022",1000731.8321819,212638.60823713,1000718.26068673,212694.83384647,"CRESCENT ST","QUEENS PLZ S",14032,"POINT (-73.9405141726 40.750305011)"
"6139",41240012,"H","W","W corner of LINDEN BLVD and SUTPHIN BLVD","D","QE124",1041302.24054223,189405.2459113,1041359.45138581,189395.87355472,"LINDEN BLVD","SUTPHIN BLVD",13507,"POINT (-73.7942857115 40.686366503)"
"6145",10630109,"H","NE","NE corner of 1 AV and E 56 ST","B","MN063",994469.52974589,215317.77709138,994431.70534648,215304.86438754,"1 AV","E 56 ST",3205,"POINT (-73.9631118466 40.7576681035)"
"6147",20940055,"H","NW","NW corner of WHITE PLAINS RD and STORY AV","D","BX094",1023267.92818573,239626.66285671,1023293.9504434,239612.27016896,"WHITE PLAINS RD","STORY AV",11188,"POINT (-73.8590207803 40.8243091757)"
"6160",10810025,"H","SE","SE corner of 2 AV and E 62 ST","D","MN081",994543.31535947,216991.68384855,994527.31539148,217039.38191588,"2 AV","E 62 ST",21090,"POINT (-73.962842949 40.7622624626)"
"6162",30320160,"H","S","S side of FULTON ST between VERONA PL and NEW YORK AV","D","BKN032",998844.69127114,187073.56684764,998846.37773791,187101.12381194,"FULTON ST","VERONA PL/NEW YORK AV",20637,"POINT (-73.9473806194 40.6801384189)"
"6163",10730075,"H","NW","NW corner of W 86 ST and CENTRAL PARK W","B","MN073",992719.92038423,225456.18890113,992727.79438423,225427.56428647,"W 86 ST","CENTRAL PARK W",4574,"POINT (-73.9694144136 40.7854972448)"
"6164",10230114,"H","SW","SW corner of E 14 ST and 4 AV","B","MN023",986995.97251456,206821.00373063,987025.78511898,206835.82292672,"E 14 ST","4 AV",547,"POINT (-73.9900916764 40.7343520713)"
"6165",40750007,"H","NE","NE corner of COLLEGE PT BLVD and 14 AV","B","QE075",1027004.06572656,225490.96212556,1026983.15271065,225468.71249813,"COLLEGE PT BLVD","14 AV",12856,"POINT (-73.8456114478 40.7854933343)"
"6166",10220195,"H","SW","SW corner of LAFAYETTE ST and E 4 ST","B","MN022",986086.16101398,204445.00946689,986113.90374065,204458.83293004,"LAFAYETTE ST","E 4 ST",377,"POINT (-73.9933752078 40.7278307849)"
"6170",10220175,"H","SE","SE corner of MERCER ST and W 4 ST","B","MN022",985634.82169356,204742.34483022,985625.24986231,204775.38085339,"MERCER ST","W 4 ST",352,"POINT (-73.99500356 40.7286469801)"
"6176",10230201,"H","N","N corner of 9 AV and GANSEVOORT ST","B","MN023",982520.07365798,208691.33233905,982489.05797198,208676.45179138,"9 AV","GANSEVOORT ST",6736,"POINT (-74.0062425937 40.7394859179)"
"6186",31850006,"H","SW","SW corner of RALPH AV and AV N","D","BKS185",1007167.95283981,164933.79058921,1007186.65523022,164978.00638005,"RALPH AV","AV N",16289,"POINT (-73.9174473542 40.6193519315)"
"6191",40750018,"H","SE","SE corner of COLLEGE PT BLVD and 18 AV","B","QE075",1026994.88923574,224585.58598355,1026958.27415147,224645.1675573,"COLLEGE PT BLVD","18 AV",13605,"POINT (-73.8456503456 40.7830083661)"
"6194",11010116,"H","NE","NE corner of MANHATTAN AV and W 120 ST","B","MN101",996798.95159623,233523.43884271,996751.35031349,233508.80698222,"MANHATTAN AV","W 120 ST",5262,"POINT (-73.9546696199 40.8076348016)"
"6199",10840085,"H","SE","SE corner of LEXINGTON AV and E 85 ST","D","MN084",996434.75711465,222961.26016396,996428.55469923,222993.80931146,"LEXINGTON AV","E 85 ST",20016,"POINT (-73.9560043563 40.7786449876)"
"6202",31010008,"H","E","E corner of 5 AV and 73 ST","B","BKS101",978203.97238207,169180.46877563,978163.25035064,169169.31066147,"5 AV","73 ST",19083,"POINT (-74.0217821763 40.6310357507)"
"6203",20730072,"H","E","E corner of E 204 ST and PERRY AV","B","BX073",1017872.38713956,257376.77400997,1017844.15524064,257378.27794397,"E 204 ST","PERRY AV",10243,"POINT (-73.8784268626 40.8730501278)"
"6211",10230152,"H","SE","SE corner of UNIVERSITY PL and E 12 ST","B","MN023",986266.92476006,206601.30305456,986255.41920565,206636.91912505,"UNIVERSITY PL","E 12 ST",433,"POINT (-73.9927223735 40.7337492433)"
"6215",30730065,"H","S","S corner of 4 AV and 51 ST","D","BKS073",980627.40880814,174510.69958496,980623.01249148,174555.4055323,"4 AV","51 ST",16142,"POINT (-74.0130540626 40.6456674183)"
"6224",30320129,"H","NW","NW corner of BEDFORD AV and JEFFERSON AV","D","BKN032",996991.47384898,188107.14548913,997029.38059731,188077.5536848,"BEDFORD AV","JEFFERSON AV",17798,"POINT (-73.9540602133 40.6829782185)"
"6237",31550019,"H","SW","SW corner of AV U and E 3 ST","B","BKS155",992909.88063423,156875.25683755,992927.94523065,156928.66224255,"AV U","E 3 ST",16926,"POINT (-73.9688166118 40.597258318)"
"6238",10520400,"H","NW","NW corner of PARK AV and E 41 ST","B","MN052",990263.19826356,213136.01636306,990263.03586231,213098.85862896,"PARK AV","E 41 ST",2416,"POINT (-73.9782968636 40.7516835863)"
"6240",40220121,"H","S","S corner of 44 DR and JACKSON AVE","B","QW022",1000194.93988298,211387.48245855,1000198.28141172,211435.74843813,"44 DR","JACKSON AVE",70804,"POINT (-73.942454877 40.7468719709)"
"6241",41380041,"H","SE","SE corner of MERRICK BLVD and 224 ST","D","QE138",1054839.93033031,186263.96708888,1054818.14297231,186304.8013248,"MERRICK BLVD","224 ST",15531,"POINT (-73.7455057753 40.6776468288)"
"6245",10720004,"H","NE","NE corner of W 79 ST and AMSTERDAM AV","B","MN072",990339.23780964,224618.12528855,990297.02496757,224613.80607146,"W 79 ST","AMSTERDAM AV",4711,"POINT (-73.9780120154 40.7831989444)"
"6246",31410026,"H","NE","NE corner of CHURCH AV and E 21 ST","B","BKS141",995397.10531856,176227.17056146,995368.72775064,176196.23886479,"CHURCH AV","E 21 ST",19012,"POINT (-73.9598284019 40.6503724848)"
"6258",10130254,"H","NE","NE corner of LAFAYETTE ST and WORTH ST","P","MN013",983518.31805256,200022.36214422,983441.85199815,199987.01116505,"LAFAYETTE ST","WORTH ST",7096,"POINT (-74.0026393971 40.7156918465)"
"6259",10850008,"H","SW","SW corner of 3 AV and E 96 ST","D","MN085",998196.7939449,225319.82893764,998231.01172423,225337.13467731,"3 AV","E 96 ST",21979,"POINT (-73.9496372546 40.7851160274)"
"6262",10630034,"H","NW","NW corner of E 57 ST and SUTTON PL","B","MN063",995125.36800115,215269.84444447,995130.98872481,215250.60596588,"E 57 ST","SUTTON PL",5090,"POINT (-73.9607446275 40.7575357583)"
"6264",40830078,"H","NW","NW corner of MELBOURNE AV and KISSENA BLVD","D","QE083",1035486.18163632,206718.62729497,1035542.70219256,206702.84090921,"MELBOURNE AV","KISSENA BLVD",13749,"POINT (-73.8151249607 40.7339230979)"
"6269",10520548,"H","NW","NW corner of 5 AV and W 46 ST","B","MN052",990041.69772232,214796.87787071,990043.76792814,214752.44095172,"5 AV","W 46 ST",2469,"POINT (-73.9790948838 40.7562423772)"
"6272",10340073,"H","SE","SE corner of E 14 ST and 2 AV","B","MN034",988431.14746572,205995.65137872,988437.74751815,206049.92882922,"E 14 ST","2 AV",22996,"POINT (-73.9849136314 40.73208612)"
"6275",40230054,"H","Direction TBD","Location Description T/K","B","QW023",999491.43177556,211186.00943629,999512.0912181,211146.67354163,"Street Name TBD","",16495,"POINT (-73.9449942864 40.7463202186)"
"6277",10710077,"H","SE","SE corner of AMSTERDAM AV and W 67 ST","B","MN071",988714.72104557,221705.66129722,988708.8424484,221750.18647063,"AMSTERDAM AV","W 67 ST",2795,"POINT (-73.9838800131 40.7752059702)"
"6278",10340039,"H","NW","NW corner of AV C and E 10 ST","D","MN034",990456.5987954,203797.45400347,990459.20344898,203761.08498171,"AV C","E 10 ST",22710,"POINT (-73.9776074488 40.7260514159)"
"6288",10520252,"H","SE","SE corner of PARK AV and E 47 ST","B","MN052",991129.08990447,214357.57724014,991120.50790064,214410.76840672,"PARK AV","E 47 ST",2032,"POINT (-73.9751703945 40.7550358297)"
"6292",30830001,"H","NE","NE corner of TROY AV and PARK PL","D","BKN083",1001973.5698559,184402.39174379,1001936.2077259,184372.50203981,"TROY AV","PARK PL",10080,"POINT (-73.9361068572 40.6728009361)"
"6294",10620042,"H","SE","SE corner of 3 AV and E 28 ST","O","MN062",989581.30822314,209519.17681196,989577.54182647,209560.16787171,"3 AV","E 28 ST",19624,"POINT (-73.9807608423 40.7417567074)"
"6297",10820001,"H","SW","SW corner of 3 AV and E 75 ST","B","MN082",995479.52444506,220422.00211914,995512.8741159,220431.46207397,"3 AV","E 75 ST",5384,"POINT (-73.9594576689 40.7716766567)"
"6300",10110383,"H","Direction TBD","Location Description T/K","B","MN011",982472.50780822,197000.24975014,982494.79458992,197023.10129292,"Street Name TBD","",2030,"POINT (-74.0064111516 40.7073967184)"
"6304",11010261,"H","NE","NE corner of MANHATTAN AV and W 111 ST","B","MN101",995635.26691572,231431.85345897,995590.70204423,231422.45059063,"MANHATTAN AV","W 111 ST",3143,"POINT (-73.9588767261 40.801895552)"
"6310",31540037,"H","S","S corner of GERRITSEN AV and EVERETT AV","D","BKS154",1004935.36576957,155307.00439663,1004938.1954883,155348.65588813,"GERRITSEN AV","EVERETT AV",16170,"POINT (-73.9255188255 40.5929338737)"
"6318",41210039,"H","Direction TBD","Location Description T/K","B","QE121",1040983.91145448,196517.36882614,1041028.42864192,196539.2247584,"Street Name TBD","",15774,"POINT (-73.7953736074 40.705889621)"
"6328",30210299,"H","SW","SW corner of DEKALB AVENUE and ROCKWELL PL","B","BKN021",989881.30631082,190564.80100688,989911.61596148,190593.48041147,"DEKALB AVENUE","ROCKWELL PL",36810,"POINT (-73.9796940915 40.6897312992)"
"6331",10710027,"H","Direction TBD","Location Description T/K","B","MN071",988987.88027614,219592.06480263,988971.21547291,219562.35699836,"Street Name TBD","",4909,"POINT (-73.982895255 40.7694045581)"
"6338",10840081,"H","SE","SE corner of LEXINGTON AV and E 83 ST","B","MN084",996178.84194405,222496.55308813,996171.7605934,222530.95590647,"LEXINGTON AV","E 83 ST",2894,"POINT (-73.9569292171 40.7773698384)"
"6345",31020053,"H","S","S corner of 5 AV and 83 ST","B","BKS102",977324.31272405,166375.4789788,977314.12803315,166429.40767671,"5 AV","83 ST",19129,"POINT (-74.02494847 40.6233359996)"
"6348",20420004,"H","N","N corner of E 167 ST and RIVER AV","D","BX042",1006006.68482114,243830.20300604,1006016.6756148,243799.5091698,"E 167 ST","RIVER AV",23448,"POINT (-73.921375267 40.8359060672)"
"6353",30210080,"H","NW","NW corner of HICKS ST and MONTAGUE ST","B","BKN021",985370.91474105,192623.44518355,985389.14731614,192582.74611796,"HICKS ST","MONTAGUE ST",10462,"POINT (-73.9959577547 40.6953835223)"
"6368",20720133,"H","N","N corner of E FORDHAM RD and BAINBRIDGE AV","B","BX072",1013700.76851431,253411.72780621,1013687.99721439,253357.52778338,"E FORDHAM RD","BAINBRIDGE AV",9535,"POINT (-73.893528174 40.862182196)"
"6374",10630075,"H","SW","SW corner of E 57 ST and SUTTON PL S","B","MN063",995058.18112764,215184.52538939,995099.81424648,215192.83049089,"E 57 ST","SUTTON PL S",5706,"POINT (-73.9609872801 40.7573016617)"
"6382",21010172,"H","SW","SW corner of E TREMONT AV and LANE AVE","D","BX101",1027526.87176757,245819.51595655,1027567.61348398,245860.35478564,"E TREMONT AV","LANE AVE",20220,"POINT (-73.8435924826 40.8412869081)"
"6384",40710053,"H","W","W corner of MAIN ST and 40 RD","D","QE071",1031328.54756315,215847.84328847,1031349.95171981,215841.57952146,"MAIN ST","40 RD",11705,"POINT (-73.8300629693 40.7590035649)"
"6385",30220166,"H","NW","NW corner of ATLANTIC AV and HENRY ST","B","BKN022",985279.8138734,191004.73975955,985293.26496197,190970.91568021,"ATLANTIC AV","HENRY ST",13320,"POINT (-73.9962865303 40.6909405614)"
"6387",10520413,"H","Direction TBD","Location Description T/K","B","MN052",989374.62228482,214563.50300938,989357.58820043,214532.63823051,"Street Name TBD","",2436,"POINT (-73.9815028685 40.7556022345)"
"6391",31020008,"H","N","N corner of 5 AV and 78 ST","B","BKS102",977689.07413365,167887.35226739,977695.97110148,167835.88124171,"5 AV","78 ST",17970,"POINT (-74.0236359561 40.6274860522)"
"6393",10520105,"H","Direction TBD","Location Description T/K","B","MN052",989281.52338964,214004.51561029,989265.00285205,213974.65984849,"Street Name TBD","",2103,"POINT (-73.9818393237 40.7540680097)"
"6396",10810077,"H","NE","NE corner of LEXINGTON AV and E 68 ST","B","MN081",994272.36970714,219043.85723764,994233.70672673,219033.26277064,"LEXINGTON AV","E 68 ST",4968,"POINT (-73.963817955 40.7678954591)"
"6399",10610121,"H","Direction TBD","Location Description T/K","B","MN061",988167.39963365,208035.79165538,988151.03702207,208006.13964575,"Street Name TBD","",4305,"POINT (-73.9858640954 40.7376859229)"
"6402",40710007,"H","SW","SW corner of MAIN ST and 39 AV","D","QE071",1031183.40448073,216234.6292603,1031190.90348148,216282.10029396,"MAIN ST","39 AV",12233,"POINT (-73.8305841833 40.760065963)"
"6405",40160009,"H","E","E corner of QUEENS PLZ N and 27 ST","B","QW016",1001135.78708264,212767.01546063,1001061.32102422,212752.50105396,"QUEENS PLZ N","27 ST",14022,"POINT (-73.9390559064 40.7506566942)"
"6407",10420255,"H","","","B","MN042",984143.7433109,210950.53221697,NA,NA,"","",1319,"POINT (-74.0003834724 40.7456870266)"
"6410",10850089,"H","NE","NE corner of MADISON AV and E 91 ST","B","MN085",996373.92062214,224940.4878328,996336.59950256,224931.24966229,"MADISON AV","E 91 ST",5401,"POINT (-73.9562204476 40.7840775258)"
"6411",31010010,"H","E","E corner of 5 AV and 72 ST","B","BKS101",978287.49747747,169439.83866371,978237.52710497,169422.93679464,"5 AV","72 ST",19471,"POINT (-74.0214814875 40.6317477227)"
"6421",31020002,"H","N","N corner of 5 AV and 80 ST","B","BKS102",977520.78083506,167351.92781329,977529.78048898,167304.20579588,"5 AV","80 ST",19469,"POINT (-74.0242417045 40.6260162984)"
"6425",10510208,"H","SW","SW corner of 5 AV and W 28 ST","B","MN051",987689.16666623,210551.55138764,987731.37425898,210578.39746255,"5 AV","W 28 ST",1481,"POINT (-73.9875885089 40.7445912561)"
"6426",10830161,"H","SE","SE corner of YORK AV and E 81 ST","B","MN083",998272.3390694,220734.42636305,998267.61598173,220766.37118106,"YORK AV","E 81 ST",4059,"POINT (-73.9493740261 40.7725301905)"
"6431",40520004,"H","NW","NW corner of MYRTLE AV and CATALPA AV","B","QW052",1010616.4853128,194470.66852322,1010614.53026423,194436.5960848,"MYRTLE AV","CATALPA AV",17069,"POINT (-73.904909926 40.700414511)"
"6436",31810040,"H","Direction TBD","Location Description T/K","P","BKS181",1015233.38355932,169988.83822188,1015165.42648686,169929.00404517,"Street Name TBD","",65997,"POINT (-73.888371729 40.6332024304)"
"6439",10220056,"H","S","S corner of GREENWICH AV and CHRISTOPHER ST","B","MN022",984302.78236289,206667.1779228,984320.06874564,206699.19918421,"GREENWICH AV","CHRISTOPHER ST",25,"POINT (-73.999809546 40.7339302834)"
"6443",10520499,"H","NW","NW corner of 5 AV and W 53 ST","B","MN052",990918.22877765,216407.20503064,990929.00565898,216347.87083171,"5 AV","W 53 ST",2607,"POINT (-73.9759294504 40.7606616958)"
"6449",31010025,"H","S","S corner of 5 AV and 66 ST","B","BKS101",978797.00728522,170943.38486922,978784.33309798,170983.7158253,"5 AV","66 ST",17976,"POINT (-74.0196470591 40.6358749662)"
"6450",10850073,"H","SW","SW corner of 3 AV and E 88 ST","D","MN085",997180.35732947,223485.91036138,997214.93764089,223503.4178723,"3 AV","E 88 ST",19910,"POINT (-73.9533111998 40.7800839542)"
"6465",11010089,"H","SE","SE corner of ST NICHOLAS AV and W 126 ST","B","MN101",997526.03019457,234776.0134373,997532.01049756,234878.92005563,"ST NICHOLAS AV","W 126 ST",5051,"POINT (-73.9520407286 40.8110717085)"
"6467",10510532,"H","Direction TBD","Location Description T/K","B","MN051",986417.49565314,209908.17800246,986402.83344149,209880.03489482,"Street Name TBD","",2319,"POINT (-73.9921780062 40.74282576)"
"6471",10510041,"H","Direction TBD","Location Description T/K","B","MN051",987491.8468509,209939.60313647,987455.79714929,209959.62997581,"Street Name TBD","",1287,"POINT (-73.9883009045 40.7429116856)"
"6474",10510275,"H","SE","SE corner of PARK AVE and E 33 ST","B","MN051",989331.09973407,211112.04600155,989313.98986015,211186.59768972,"PARK AVE","E 33 ST",1804,"POINT (-73.9816625694 40.7461288824)"
"6479",20830020,"H","Direction TBD","Location Description T/K","P","BX083",1010987.34283881,271369.39399055,1011067.65520412,271353.75820823,"Street Name TBD","",9978,"POINT (-73.903266179 40.9114789542)"
